,Altitude,Latitude,Longitude,Injury.Severity,Aircraft.Damage,Number.of.Engines,Engine.Type,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Total.Passengers
185,367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,4,TURBO FAN,UNKNOWN,0,0,0,116,VMC,TAKEOFF,116
186,282.0,35.363889,-80.943055,INCIDENT,MINOR,2,UNKNOWN,UNKNOWN,0,0,0,115,IMC,LANDING,115
187,367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,UNKNOWN,UNKNOWN,0,6,41,68,VMC,TAKEOFF,115
188,332.8,34.056111,-117.60111100000002,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,2,0,112,VMC,DESCENT,114
189,483.1,41.024723,-81.727223,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,2,110,VMC,CLIMB,113
190,367.2,35.213889,-80.943055,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,112,VMC,STANDING,112
191,367.2,35.213889,-80.943055,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,112,VMC,TAXI,112
192,10943.7,39.16472292,-96.61041184,NON-FATAL,DESTROYED,4,TURBO FAN,UNKNOWN,0,1,1,109,VMC,CRUISE,111
193,494.8,40.644166,-73.787222,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,109,VMC,CLIMB,110
194,332.8,26.172223000000002,-98.236389,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,1,3,105,VMC,DESCENT,109
195,179.0,42.941389,-87.891389,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,108,VMC,STANDING,108
196,162.3,39.16472292,-96.61041184,INCIDENT,MINOR,3,TURBO FAN,UNKNOWN,0,0,0,108,IMC,LANDING,108
197,10604.8,32.9,-97.040555,NON-FATAL,MINOR,2,TURBO FAN,UNKNOWN,0,1,0,106,IMC,CRUISE,107
198,698.1,38.454722,-77.049722,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,102,IMC,APPROACH,103
199,675.3,26.0725,-80.152778,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,1,100,IMC,DESCENT,102
200,19.6,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,102,VMC,TAKEOFF,102
201,367.2,31.3275,-92.545277,NON-FATAL,SUBSTANTIAL,4,TURBO FAN,UNKNOWN,0,0,0,101,VMC,LANDING,101
202,9336.4,37.66,-119.463333,NON-FATAL,DESTROYED,2,TURBO FAN,UNKNOWN,0,1,2,97,VMC,CRUISE,100
203,125.5,39.16472292,-96.61041184,INCIDENT,MINOR,3,TURBO FAN,UNKNOWN,0,0,0,100,VMC,TAXI,100
204,3336.6,39.861667,-104.673056,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,99,VMC,TAKEOFF,99
205,1635.6,43.111111,-76.10638900000001,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,0,99,VMC,STANDING,99
206,332.8,38.835,-106.27888899999999,NON-FATAL,MINOR,2,TURBO JET,UNKNOWN,0,2,1,95,VMC,DESCENT,98
207,1.5,39.861389,-104.673056,INCIDENT,MINOR,2,TURBO JET,UNKNOWN,0,0,0,98,VMC,TAXI,98
208,256.9,39.16472292,-96.61041184,NON-FATAL,MINOR,2,TURBO JET,UNKNOWN,0,1,0,96,VMC,STANDING,97
209,8.0,40.777223,-73.8725,NON-FATAL,DESTROYED,2,TURBO FAN,UNKNOWN,0,1,0,92,VMC,LANDING,93
210,663.1,39.0425,-84.667778,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,92,VMC,APPROACH,92
211,696.1,38.695555,-121.590833,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,7,84,VMC,APPROACH,91
212,692.6,34.071111,-79.889444,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,88,VMC,DESCENT,89
213,0.0,57.047222,-135.36166699999998,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,88,0,VMC,STANDING,88
214,332.8,36.894444,-76.201111,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,1,85,VMC,CLIMB,87
215,237.3,29.0,-82.9,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,1,0,85,IMC,CLIMB,86
216,367.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,85,VMC,TAKEOFF,85
217,332.8,34.463889,-118.51361100000001,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,1,83,VMC,APPROACH,85
218,240.8,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,84,VMC,TAKEOFF,84
219,10604.8,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO JET,UNKNOWN,0,0,0,84,VMC,GO-AROUND,84
220,332.8,39.911944,-86.0675,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,83,IMC,APPROACH,84
221,13.8,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,84,VMC,TAKEOFF,84
222,1789.0,39.16472292,-96.61041184,INCIDENT,DESTROYED,3,TURBO JET,UNKNOWN,0,0,0,83,IMC,LANDING,83
223,400.6,37.362778000000006,-121.92916699999999,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,80,IMC,DESCENT,81
224,367.2,34.561667,69.228889,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,4,77,VMC,LANDING,81
225,239.4,33.635277,-84.420278,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,81,VMC,TAXI,81
226,251.6,29.526945,-98.47194499999999,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,80,VMC,TAXI,80
227,401.4,44.9275,-93.303611,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,80,VMC,CLIMB,80
228,367.2,44.881945,-93.22166700000001,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,80,IMC,TAXI,80
229,376.4,39.966667,-94.583333,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,80,IMC,CLIMB,80
230,367.2,39.16472292,-96.61041184,NON-FATAL,MINOR,2,TURBO FAN,UNKNOWN,0,1,0,79,VMC,TAXI,80
231,700.0,34.236389,-118.339722,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,77,VMC,DESCENT,77
232,1201.7,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,76,VMC,DESCENT,77
233,695.6,32.2,-80.6,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,75,IMC,DESCENT,76
234,332.8,31.807221999999996,-106.37638899999999,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,76,VMC,APPROACH,76
235,367.2,42.364167,-71.005,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,76,VMC,STANDING,76
236,367.2,39.16472292,-96.61041184,NON-FATAL,MINOR,2,TURBO JET,UNKNOWN,0,1,0,74,VMC,STANDING,75
237,332.8,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,0,75,VMC,APPROACH,75
238,332.8,39.16472292,-96.61041184,INCIDENT,MINOR,3,TURBO FAN,UNKNOWN,0,0,0,74,VMC,CLIMB,74
239,398.8,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,0,73,VMC,APPROACH,73
240,1286.6,39.298333,-94.71333299999999,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,70,VMC,CLIMB,70
241,332.8,33.434166,-112.011389,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,0,70,VMC,CLIMB,70
242,367.2,40.788333,-111.977778,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,69,IMC,TAXI,69
243,332.8,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO JET,PUBLIC AIRCRAFT,0,0,0,69,VMC,DESCENT,69
244,332.8,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,69,VMC,DESCENT,69
245,332.8,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,67,VMC,CLIMB,68
246,88.0,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,3,TURBO FAN,UNKNOWN,0,0,0,68,VMC,LANDING,68
247,367.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,68,VMC,STANDING,68
248,367.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,66,VMC,TAKEOFF,66
249,198.4,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,65,VMC,TAKEOFF,65
250,332.8,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,63,VMC,APPROACH,63
251,367.2,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,63,VMC,TAKEOFF,63
252,1342.0,39.16472292,-96.61041184,INCIDENT,DESTROYED,1,UNKNOWN,PERSONAL,0,0,0,63,VMC,LANDING,63
253,3.1,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,UNKNOWN,UNKNOWN,0,0,0,63,VMC,TAKEOFF,63
254,696.9,39.498889,-119.768056,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,1,2,58,VMC,APPROACH,61
255,367.2,37.618889,-122.374723,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,61,VMC,TAXI,61
256,196.2,37.618889,-122.374723,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,61,VMC,TAXI,61
257,10604.8,39.16472292,-96.61041184,INCIDENT,MINOR,3,TURBO FAN,UNKNOWN,0,0,0,58,IMC,GO-AROUND,58
258,332.8,40.664167,-89.693333,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,56,VMC,APPROACH,57
259,25.9,39.16472292,-96.61041184,NON-FATAL,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,57,VMC,TAXI,57
260,570.5,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,1,0,56,VMC,DESCENT,57
261,237.1,29.984444,-95.341389,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,1,55,VMC,LANDING,56
262,694.5,39.067778000000004,-77.76138900000001,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,55,VMC,CLIMB,56
263,5.5,29.531389,-98.468334,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,1,54,VMC,LANDING,55
264,263.1,30.397221999999996,-89.061111,INCIDENT,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,55,VMC,TAKEOFF,55
265,85.1,30.397221999999996,-89.061111,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,55,VMC,TAKEOFF,55
266,235.7,39.048611,-84.667778,NON-FATAL,MINOR,2,TURBO FAN,UNKNOWN,0,1,0,53,VMC,STANDING,54
267,315.9,38.953056,-77.456389,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,UNKNOWN,0,1,0,52,VMC,DESCENT,53
268,629.2,41.409444,-81.854722,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,52,VMC,DESCENT,53
269,698.5,37.16,-93.429723,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,53,IMC,APPROACH,53
270,20.4,35.2,-90.056667,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,0,53,IMC,LANDING,53
271,522.0,40.777223,-73.8725,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,53,VMC,APPROACH,53
272,341.3,30.532778000000004,-91.149722,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,53,VMC,LANDING,53
273,2.4,41.448611,-90.5075,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,53,VMC,LANDING,53
274,367.2,33.434444,-112.01166699999999,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,53,VMC,STANDING,53
275,12.1,40.773056,-73.870278,NON-FATAL,MINOR,2,TURBO FAN,UNKNOWN,0,1,0,52,VMC,STANDING,53
276,1987.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO JET,UNKNOWN,0,0,3,50,VMC,LANDING,53
277,341.3,29.640555,-95.273889,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,2,51,VMC,LANDING,53
278,3.1,40.639722,73.778889,INCIDENT,MINOR,2,UNKNOWN,UNKNOWN,0,0,0,53,VMC,STANDING,53
279,200.9,33.434444,-112.01166699999999,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,53,VMC,STANDING,53
280,274.0,37.618889,-122.374723,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,52,VMC,STANDING,52
281,367.2,41.981389,-87.906667,INCIDENT,DESTROYED,2,TURBO JET,UNKNOWN,0,0,0,52,VMC,LANDING,52
282,332.8,37.9125,-93.590277,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,51,VMC,CLIMB,52
283,189.9,39.16472292,-96.61041184,INCIDENT,DESTROYED,4,UNKNOWN,UNKNOWN,0,0,0,52,VMC,LANDING,52
284,367.2,39.16472292,-96.61041184,INCIDENT,MINOR,4,UNKNOWN,PERSONAL,0,0,0,52,VMC,TAXI,52
285,45.0,44.741665999999995,-85.593333,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,52,IMC,LANDING,52
286,155.9,39.16472292,-96.61041184,FATAL,DESTROYED,2,TURBO FAN,UNKNOWN,27,9,12,3,IMC,TAKEOFF,51
287,536.8,37.839444,-122.00333300000001,INCIDENT,MINOR,2,TURBO PROP,UNKNOWN,0,0,0,51,VMC,CLIMB,51
288,367.2,40.788333,-111.977778,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,51,VMC,TAXI,51
289,193.4,38.748611,-90.37,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,51,VMC,TAKEOFF,51
290,277.7,39.16472292,-96.61041184,INCIDENT,DESTROYED,2,TURBO FAN,UNKNOWN,0,0,0,51,IMC,LANDING,51
291,569.4,43.011111,-78.634722,FATAL,DESTROYED,2,TURBO PROP,UNKNOWN,50,0,0,0,VMC,APPROACH,50
292,1286.6,44.667778000000006,-85.55,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,49,VMC,TAKEOFF,50
293,332.8,40.233334,-76.966667,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,49,VMC,DESCENT,50
294,332.8,40.788333,-111.977778,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,50,VMC,APPROACH,50
295,341.6,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,4,UNKNOWN,UNKNOWN,0,0,0,50,VMC,TAKEOFF,50
296,10711.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,UNKNOWN,EXECUTIVE/CORPORATE,0,0,0,50,VMC,GO-AROUND,50
297,694.3,33.5,-112.16666699999999,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,49,VMC,APPROACH,49
298,367.2,43.14,-89.3375,NON-FATAL,MINOR,2,TURBO FAN,UNKNOWN,0,1,0,48,VMC,STANDING,49
299,367.2,40.769166999999996,-73.885,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,48,IMC,LANDING,48
300,772.5,39.16472292,-96.61041184,INCIDENT,DESTROYED,2,TURBO JET,UNKNOWN,0,0,0,48,IMC,LANDING,48
301,366.1,33.9425,-118.406944,NON-FATAL,SUBSTANTIAL,2,UNKNOWN,UNKNOWN,0,0,0,47,VMC,TAXI,47
302,187.6,46.742777000000004,-117.116945,INCIDENT,DESTROYED,2,TURBO PROP,UNKNOWN,0,0,0,46,IMC,LANDING,46
303,180.5,40.915,-81.443611,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,46,VMC,LANDING,46
304,527.1,44.741665999999995,-85.58166700000001,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,0,45,VMC,APPROACH,45
305,700.0,41.830556,-87.726945,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,45,VMC,APPROACH,45
306,495.7,32.891389000000004,-97.036111,INCIDENT,MINOR,2,TURBO PROP,UNKNOWN,0,0,0,45,VMC,DESCENT,45
307,700.0,42.445277000000004,-70.758333,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,1,44,VMC,CLIMB,45
308,367.2,42.951667,-87.894166,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,44,VMC,LANDING,44
309,357.7,19.622223,-154.863889,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,43,VMC,CLIMB,43
310,41.4,39.16472292,-96.61041184,FATAL,SUBSTANTIAL,4,TURBO PROP,UNKNOWN,1,1,3,37,VMC,LANDING,42
311,204.6,40.488054999999996,-80.226389,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,41,VMC,STANDING,41
312,332.8,40.006667,-75.171111,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,40,VMC,DESCENT,40
313,199.1,42.947222,-87.896666,INCIDENT,MINOR,2,TURBO JET,UNKNOWN,0,0,0,39,VMC,LANDING,39
314,697.5,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,3,36,VMC,APPROACH,39
315,499.1,39.868056,-75.238889,INCIDENT,MINOR,2,TURBO PROP,BUSINESS,0,0,0,38,VMC,APPROACH,38
316,499.1,41.939166,-72.683334,INCIDENT,MINOR,2,TURBO PROP,UNKNOWN,0,0,0,37,VMC,APPROACH,37
317,201.0,41.981389,-87.906667,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,37,VMC,STANDING,37
318,4.0,41.981389,-87.906667,NON-FATAL,MINOR,4,TURBO JET,UNKNOWN,0,0,0,37,VMC,TAXI,37
319,245.5,41.978611,-87.90472199999999,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,37,VMC,STANDING,37
320,160.4,38.366945,-82.558611,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,36,VMC,TAXI,36
321,27.1,38.738611,-90.339444,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,36,VMC,LANDING,36
322,367.2,35.13,-80.56,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,1,0,34,VMC,TAXI,35
323,367.2,29.9775,-95.333334,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,35,VMC,LANDING,35
324,163.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,34,VMC,TAKEOFF,34
325,188.0,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,34,IMC,LANDING,34
326,10604.8,44.741665999999995,-85.5825,INCIDENT,DESTROYED,2,TURBO PROP,UNKNOWN,0,0,0,33,VMC,CRUISE,33
327,332.8,42.666667,-74.216667,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,33,VMC,DESCENT,33
328,499.1,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,33,0,IMC,APPROACH,33
329,367.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,32,VMC,LANDING,32
330,665.0,41.980834,-87.906389,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,32,VMC,APPROACH,32
331,367.2,33.942221999999994,-118.3975,INCIDENT,MINOR,2,TURBO PROP,UNKNOWN,0,0,0,31,VMC,TAXI,31
332,474.9,39.16472292,-96.61041184,FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,1,0,0,29,VMC,CLIMB,30
333,332.8,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO PROP,UNKNOWN,0,0,0,30,IMC,CLIMB,30
334,10115.5,41.916945,-88.3125,NON-FATAL,DESTROYED,2,TURBO FAN,UNKNOWN,0,1,9,19,IMC,CRUISE,29
335,281.5,39.16472292,-96.61041184,INCIDENT,DESTROYED,2,TURBO PROP,UNKNOWN,0,0,0,29,VMC,LANDING,29
336,614.9,35.0525,-120.12166699999999,INCIDENT,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,28,IMC,CLIMB,28
337,200.8,34.055833,-117.60111100000002,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,27,VMC,LANDING,27
338,499.2,38.953056,-77.456389,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,24,VMC,APPROACH,24
339,265.1,41.973334,-87.90333299999999,NON-FATAL,SUBSTANTIAL,4,TURBO JET,UNKNOWN,0,0,0,24,VMC,STANDING,24
340,367.2,41.973334,-87.90333299999999,NON-FATAL,MINOR,4,TURBO FAN,UNKNOWN,0,0,0,24,VMC,TAXI,24
341,367.2,39.053333,-84.65333299999999,NON-FATAL,MINOR,2,TURBO FAN,UNKNOWN,0,1,0,23,VMC,STANDING,24
342,367.2,39.16472292,-96.61041184,INCIDENT,MINOR,3,TURBO FAN,UNKNOWN,0,0,0,23,IMC,LANDING,23
343,194.9,33.636666,-84.42805600000001,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,22,VMC,LANDING,22
344,332.8,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,22,VMC,DESCENT,22
345,367.2,42.210833,-83.36027800000001,NON-FATAL,SUBSTANTIAL,2,UNKNOWN,UNKNOWN,0,0,1,20,IMC,TAXI,21
346,91.7,39.16472292,-96.61041184,INCIDENT,MINOR,3,TURBO FAN,UNKNOWN,0,0,0,21,VMC,TAKEOFF,21
347,1994.6,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO PROP,UNKNOWN,0,0,0,21,VMC,LANDING,21
348,367.2,40.193333,-76.762778,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,20,VMC,TAKEOFF,20
349,367.2,36.471667,-110.417778,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,EXECUTIVE/CORPORATE,0,2,3,15,IMC,LANDING,20
350,10604.8,39.16472292,-96.61041184,INCIDENT,DESTROYED,4,TURBO FAN,UNKNOWN,0,0,0,20,IMC,CRUISE,20
351,2554.4,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,20,VMC,TAXI,20
352,688.7,39.16472292,-96.61041184,INCIDENT,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,20,VMC,APPROACH,20
353,36.7,4.681667,-74.105556,FATAL,SUBSTANTIAL,4,RECIPROCATING,PERSONAL,10,8,0,0,VMC,TAKEOFF,18
354,367.2,60.779723,-161.838055,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,UNKNOWN,0,0,1,17,VMC,TAXI,18
355,367.2,60.779723,-161.838055,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,UNKNOWN,0,0,1,17,VMC,TAXI,18
356,341.5,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,1,17,VMC,STANDING,18
357,0.0,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO PROP,UNKNOWN,0,0,0,18,VMC,TAKEOFF,18
358,0.0,33.434166,-112.011389,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,17,VMC,TAXI,17
359,10604.8,55.42555600000001,-131.505,FATAL,SUBSTANTIAL,1,TURBO PROP,UNKNOWN,6,9,1,0,VMC,MANEUVERING,16
360,10604.8,55.42555600000001,-131.505,FATAL,DESTROYED,1,RECIPROCATING,UNKNOWN,6,9,1,0,VMC,MANEUVERING,16
361,367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,2,14,IMC,LANDING,16
362,25.3,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO PROP,UNKNOWN,0,0,0,16,VMC,TAKEOFF,16
363,691.7,39.16472292,-96.61041184,FATAL,DESTROYED,2,TURBO PROP,UNKNOWN,13,2,0,0,IMC,APPROACH,15
364,697.4,28.429445,-81.30888900000001,INCIDENT,MINOR,3,TURBO FAN,EXECUTIVE/CORPORATE,0,0,0,15,VMC,DESCENT,15
365,367.2,59.645555,-151.476667,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,15,VMC,LANDING,15
366,1687.2,34.426111,-119.840277,NON-FATAL,SUBSTANTIAL,3,TURBO FAN,EXECUTIVE/CORPORATE,0,0,0,15,VMC,TAKEOFF,15
367,41.3,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,1,2,12,VMC,TAKEOFF,15
368,12194.699999999999,45.95,-112.483333,FATAL,SUBSTANTIAL,1,TURBO PROP,PERSONAL,14,0,0,0,VMC,MANEUVERING,14
369,383.9,41.931667,-72.692222,FATAL,DESTROYED,4,RECIPROCATING,OTHER WORK USE,7,5,2,0,VMC,LANDING,14
370,1298.4,33.872778000000004,-84.300556,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,EXECUTIVE/CORPORATE,0,0,0,14,VMC,LANDING,14
371,367.2,30.737221999999996,-98.23861099999999,NON-FATAL,DESTROYED,4,RECIPROCATING,BUSINESS,0,6,1,6,VMC,TAKEOFF,13
372,66.7,36.925834,-111.448333,INCIDENT,MINOR,2,TURBO PROP,UNKNOWN,0,0,0,13,VMC,TAKEOFF,13
373,367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,4,9,0,VMC,TAKEOFF,13
374,10604.8,9.865278,-85.366111,FATAL,DESTROYED,1,TURBO PROP,UNKNOWN,12,0,0,0,VMC,MANEUVERING,12
375,518.6,39.16472292,-96.61041184,FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,12,0,0,0,VMC,TAKEOFF,12
